marque,annee,prix_de_vente,kilometrage,carburant,type_vendeur,transmission,proprietaire,consommation,moteur,puissance,nb_sieges
Chevrolet,7,6286,32000,Diesel,Individuel,Manuel,Premier,18.2,1248,73.74,8.0
Honda,17,1763,120000,Essence,Individuel,Manuel,Deuxième,16.9,1497,100.0,5.0
Mahindra,4,7873,53534,Diesel,Individuel,Manuel,Premier,15.96,2523,62.1,7.0
Maruti,11,6004,8500,Essence,Concessionnaire,Manuel,Premier,22.0,1197,81.8,5.0
Toyota,10,8813,79328,Diesel,Autre connexion,Manuel,Deuxième,12.99,2494,100.6,7.0
Hyundai,12,2761,80000,Essence,Individuel,Manuel,Deuxième,20.36,1197,78.9,5.0
Maruti,15,2597,35008,Essence,Concessionnaire,Manuel,Premier,21.79,998,67.05,5.0
Hyundai,18,1763,120000,Essence,Individuel,Manuel,Premier,13.2,1495,94.0,5.0
Maruti,12,1880,100000,Essence,Individuel,Manuel,Deuxième,15.37,1196,73.0,7.0
Chevrolet,9,4113,50000,Diesel,Individuel,Manuel,Quatrième,18.2,1248,73.8,8.0
Toyota,7,23500,68089,Essence,Autre connexion,Automatique,Premier,19.16,2494,157.7,5.0
Honda,11,6345,100000,Essence,Individuel,Manuel,Deuxième,16.8,1497,116.3,5.0
Hyundai,7,9694,39000,Diesel,Concessionnaire,Manuel,Premier,21.38,1396,88.7,5.0
Mahindra,9,7626,117000,Diesel,Individuel,Manuel,Troisième,15.1,2179,140.0,7.0
Maruti,14,1586,50000,Essence,Individuel,Manuel,Premier,19.7,796,46.3,5.0
Mahindra,10,5875,195000,Diesel,Individuel,Manuel,Premier,14.0,2523,75.0,8.0
Toyota,6,7344,25538,Essence,Autre connexion,Manuel,Premier,16.78,1496,88.73,5.0
Maruti,16,1234,90000,GPL,Individuel,Manuel,Deuxième,24.22,1061,57.5,5.0
Maruti,5,8695,38817,Diesel,Concessionnaire,Manuel,Premier,27.39,1248,74.0,5.0
Maruti,12,4700,72000,Diesel,Individuel,Manuel,Premier,22.9,1248,74.0,5.0
Maruti,5,8813,25000,Diesel,Individuel,Manuel,Premier,28.09,1248,88.5,5.0
Skoda,12,3173,140000,Diesel,Individuel,Manuel,Deuxième,20.0,1968,108.5,5.0
Honda,6,7931,49523,Essence,Concessionnaire,Manuel,Premier,17.0,1497,118.0,5.0
Maruti,11,6463,67000,Diesel,Individuel,Manuel,Premier,20.77,1248,88.76,7.0
Maruti,7,3584,40000,Essence,Individuel,Manuel,Premier,23.95,998,67.05,5.0
Mahindra,11,7050,75000,Diesel,Individuel,Manuel,Premier,15.96,2523,62.1,7.0
Maruti,24,823,70000,Essence,Individuel,Manuel,Quatrième,15.9,1298,85.0,5.0
Maruti,5,10575,50000,Diesel,Individuel,Automatique,Deuxième,24.3,1248,88.5,5.0
Volkswagen,10,11163,80000,Diesel,Individuel,Manuel,Deuxième,19.33,1968,138.1,5.0
Autres,4,21738,14000,Diesel,Individuel,Manuel,Premier,17.1,1956,170.0,5.0
Ford,15,2350,163000,Diesel,Individuel,Manuel,Premier,17.8,1399,68.0,5.0
Maruti,12,2644,90000,Essence,Individuel,Manuel,Premier,19.7,796,46.3,5.0
Ford,6,5816,56000,Diesel,Individuel,Manuel,Premier,25.83,1498,99.0,5.0
Hyundai,6,7168,40000,Essence,Individuel,Manuel,Premier,18.6,1197,81.83,5.0
Mahindra,5,6463,10500,Essence,Individuel,Manuel,Premier,18.15,1198,82.0,6.0
Datsun,5,3290,50000,Essence,Individuel,Manuel,Premier,22.7,799,53.64,5.0
Maruti,13,2938,60000,Essence,Individuel,Manuel,Premier,18.9,1061,67.0,5.0
Toyota,6,7344,25538,Essence,Autre connexion,Manuel,Premier,16.78,1496,88.73,5.0
Ford,5,11163,27000,Diesel,Concessionnaire,Manuel,Premier,22.77,1498,98.59,5.0
Maruti,8,6345,93000,Essence,Individuel,Manuel,Deuxième,20.85,1197,83.14,5.0
Maruti,8,6698,72000,Diesel,Individuel,Manuel,Premier,26.59,1248,74.0,5.0
Honda,9,7638,167000,Diesel,Individuel,Manuel,Premier,25.1,1498,98.6,5.0
Maruti,7,9165,50000,Diesel,Individuel,Manuel,Deuxième,24.52,1248,88.5,7.0
Mahindra,7,15158,50000,Diesel,Individuel,Automatique,Premier,16.0,2179,140.0,7.0
Honda,8,8225,30000,Essence,Individuel,Manuel,Premier,17.4,1497,117.3,5.0
Mahindra,8,7050,40000,Diesel,Individuel,Manuel,Premier,15.96,2523,62.1,7.0
Hyundai,8,2938,80000,Essence,Individuel,Manuel,Premier,21.1,814,55.2,5.0
Hyundai,8,5111,40000,Essence,Concessionnaire,Manuel,Premier,18.9,1197,82.0,5.0
Hyundai,18,1116,120000,Essence,Individuel,Manuel,Quatrième,15.3,1341,83.0,5.0
Autres,15,2350,80000,Diesel,Individuel,Manuel,Troisième,13.5,1995,52.0,5.0
Maruti,20,764,114000,Essence,Individuel,Manuel,Premier,19.7,796,46.3,5.0
Volkswagen,4,6639,7000,Essence,Individuel,Manuel,Premier,18.78,999,75.0,5.0
Mahindra,14,4700,170000,Diesel,Individuel,Manuel,Deuxième,13.6,2523,63.0,7.0
Hyundai,12,2350,80000,Essence,Individuel,Manuel,Premier,19.81,1086,68.05,5.0
Maruti,6,9400,35000,Diesel,Individuel,Manuel,Premier,27.39,1248,74.0,5.0
Mahindra,11,2996,70000,Diesel,Individuel,Manuel,Deuxième,20.8,1461,65.0,5.0
Mahindra,8,12338,90000,Diesel,Individuel,Manuel,Premier,15.4,2179,120.0,7.0
Maruti,12,2291,120000,Essence,Individuel,Manuel,Premier,18.9,998,67.1,5.0
Hyundai,10,5875,70000,Diesel,Individuel,Manuel,Troisième,22.32,1582,126.32,5.0
Volkswagen,7,6345,40000,Diesel,Individuel,Manuel,Premier,22.0,1498,108.495,5.0
Maruti,7,3173,82000,Essence,Individuel,Manuel,Troisième,18.5,1197,85.8,5.0
Mahindra,8,9988,173000,Diesel,Individuel,Manuel,Premier,16.0,2179,140.0,7.0
Ford,8,5640,80000,Diesel,Individuel,Manuel,Premier,25.83,1498,99.0,5.0
Toyota,10,12338,217000,Diesel,Individuel,Manuel,Deuxième,12.99,2494,100.6,8.0
Ford,5,7285,15000,Essence,Individuel,Manuel,Premier,20.4,1194,94.93,5.0
Mahindra,9,9518,100000,Diesel,Individuel,Manuel,Premier,15.1,2179,140.0,7.0
Maruti,5,11163,48500,Diesel,Concessionnaire,Manuel,Premier,25.47,1248,88.5,7.0
Nissan,12,3290,96000,Essence,Individuel,Manuel,Premier,16.95,1498,97.7,5.0
Skoda,7,7579,11000,Essence,Concessionnaire,Automatique,Premier,14.3,1598,103.5,5.0
Maruti,21,529,70000,Essence,Individuel,Manuel,Deuxième,16.1,796,37.0,4.0
Hyundai,6,6169,29029,Essence,Concessionnaire,Manuel,Premier,19.1,1197,82.0,5.0
Renault,6,5875,80000,Diesel,Individuel,Manuel,Deuxième,23.08,1461,63.1,5.0
BMW,10,23500,60000,Diesel,Individuel,Automatique,Premier,16.2,2993,235.0,5.0
Tata,12,1939,75000,Diesel,Concessionnaire,Manuel,Deuxième,25.0,1396,69.0,5.0
Autres,4,52875,21000,Diesel,Concessionnaire,Automatique,Premier,12.83,1999,148.31,7.0
Toyota,11,6463,100000,Essence,Individuel,Automatique,Premier,14.53,1794,138.1,5.0
Toyota,6,19740,157000,Diesel,Individuel,Manuel,Premier,13.68,2393,147.8,7.0
Maruti,11,4113,35000,Essence,Individuel,Manuel,Premier,17.5,1197,85.8,5.0
Hyundai,15,2174,110000,Essence,Individuel,Manuel,Quatrième,19.81,1086,68.05,5.0
Maruti,9,2820,50000,Essence,Individuel,Manuel,Premier,22.74,796,47.3,5.0
Maruti,13,2820,80000,Essence,Individuel,Manuel,Deuxième,20.92,998,67.1,5.0
Mercedes-Benz,4,61100,17000,Essence,Concessionnaire,Automatique,Premier,15.0,1991,194.4,5.0
Toyota,9,10575,100000,Diesel,Individuel,Manuel,Deuxième,12.99,2494,100.6,8.0
Autres,23,1011,46951,Essence,Individuel,Manuel,Premier,18.5,796,53.0,5.0
Chevrolet,10,3525,65000,Diesel,Individuel,Manuel,Premier,22.1,1248,76.9,5.0
Maruti,9,5346,40000,Diesel,Individuel,Manuel,Premier,28.4,1248,74.0,5.0
Hyundai,12,3995,60000,Essence,Individuel,Automatique,Troisième,16.95,1197,78.9,5.0
Hyundai,7,6463,14000,Essence,Individuel,Manuel,Deuxième,18.6,1197,81.83,5.0
Maruti,8,8225,35000,Essence,Individuel,Manuel,Premier,16.02,1373,93.7,7.0
Maruti,11,2938,65000,Essence,Individuel,Manuel,Deuxième,18.9,998,67.1,5.0
Chevrolet,10,7050,90000,Diesel,Individuel,Manuel,Premier,13.58,2499,72.4,9.0
Hyundai,6,7050,5000,Essence,Individuel,Manuel,Premier,20.14,1197,81.86,5.0
Tata,6,9753,35000,Diesel,Individuel,Manuel,Premier,21.5,1497,108.5,5.0
Volkswagen,12,4348,100000,Diesel,Individuel,Manuel,Deuxième,20.54,1598,103.6,5.0
Honda,4,8225,4500,Essence,Individuel,Manuel,Premier,19.5,1199,88.76,5.0
Renault,4,7050,5000,Essence,Individuel,Manuel,Premier,20.0,999,72.0,7.0
Hyundai,16,2233,70000,Essence,Individuel,Manuel,Deuxième,19.81,1086,68.05,5.0
Maruti,6,7638,16200,Diesel,Individuel,Manuel,Premier,24.3,1248,88.5,5.0
Maruti,8,4113,25000,Essence,Individuel,Manuel,Premier,23.1,998,67.04,5.0
Maruti,9,6815,88000,Diesel,Individuel,Manuel,Premier,23.4,1248,74.0,5.0
Hyundai,5,8225,30000,Essence,Individuel,Manuel,Premier,18.6,1197,81.83,5.0
Toyota,7,23500,68089,Essence,Autre connexion,Automatique,Premier,19.16,2494,157.7,5.0
Datsun,6,3525,20000,Essence,Individuel,Manuel,Premier,22.5,999,67.0,5.0
Hyundai,7,4113,80000,Essence,Individuel,Manuel,Deuxième,19.1,1197,82.0,5.0
Tata,10,2679,60000,Diesel,Individuel,Manuel,Deuxième,25.0,1396,69.01,5.0
Maruti,10,5523,150000,Diesel,Individuel,Manuel,Premier,23.4,1248,74.0,5.0
Maruti,9,8225,141000,Diesel,Individuel,Manuel,Quatrième,25.2,1248,74.0,5.0
Maruti,7,8813,80000,Diesel,Individuel,Manuel,Premier,24.52,1248,88.5,7.0
Ford,5,10693,15000,Essence,Individuel,Manuel,Premier,17.0,1497,121.36,5.0
Nissan,11,2585,110000,Diesel,Individuel,Manuel,Troisième,21.64,1461,84.8,5.0
Maruti,9,5170,70000,Diesel,Individuel,Manuel,Deuxième,22.9,1248,74.0,5.0
Hyundai,8,8813,74000,Diesel,Individuel,Manuel,Premier,19.67,1582,126.2,5.0
Hyundai,6,4113,20000,Essence,Individuel,Manuel,Premier,21.1,814,55.2,5.0
Mahindra,7,8754,67000,Diesel,Individuel,Manuel,Premier,15.4,1997,120.0,7.0
Mahindra,9,6345,110000,Diesel,Individuel,Manuel,Premier,14.0,2523,75.0,8.0
Ford,7,8519,30000,Diesel,Individuel,Manuel,Premier,21.7,1498,98.96,5.0
Maruti,16,1528,120000,Essence,Individuel,Manuel,Premier,16.1,1298,88.2,5.0
Ford,10,8225,62000,Diesel,Concessionnaire,Manuel,Premier,13.1,2499,141.0,7.0
Maruti,13,1410,70000,Essence,Individuel,Manuel,Deuxième,16.1,796,37.0,4.0
Toyota,10,9635,110000,Diesel,Individuel,Manuel,Premier,12.99,2494,100.6,8.0
Maruti,6,9694,79000,Diesel,Concessionnaire,Manuel,Premier,25.47,1248,88.5,7.0
Tata,12,1034,97343,Diesel,Concessionnaire,Manuel,Premier,18.8,1248,90.0,5.0
Maruti,10,6228,40000,Diesel,Individuel,Manuel,Premier,23.4,1248,74.0,5.0
Maruti,5,7050,69779,Essence,Concessionnaire,Automatique,Premier,22.0,1197,81.8,5.0
Mahindra,18,2938,80000,Diesel,Individuel,Manuel,Premier,13.6,2523,63.0,7.0
Honda,17,1763,80000,Essence,Individuel,Manuel,Deuxième,16.9,1497,100.0,5.0
Autres,5,12338,13000,Diesel,Individuel,Manuel,Premier,17.0,2200,139.01,7.0
Hyundai,11,3878,90000,Diesel,Individuel,Manuel,Premier,23.0,1396,90.0,5.0
Maruti,12,4077,30000,Essence,Individuel,Manuel,Premier,19.0,998,66.1,5.0
Tata,12,2056,85700,Diesel,Individuel,Manuel,Deuxième,17.0,1405,70.0,5.0
Maruti,14,2056,67000,Essence,Individuel,Manuel,Premier,18.9,1061,67.0,5.0
Mahindra,6,10469,80000,Diesel,Individuel,Manuel,Premier,15.4,2179,120.0,7.0
Hyundai,5,14335,11000,Essence,Individuel,Manuel,Premier,15.8,1591,121.3,5.0
Hyundai,9,2468,70000,Essence,Individuel,Manuel,Premier,21.1,814,55.2,5.0
Tata,9,2644,120000,Diesel,Individuel,Manuel,Premier,22.3,1248,74.0,5.0
Nissan,9,4700,70000,Diesel,Individuel,Manuel,Troisième,20.45,1461,83.8,5.0
Hyundai,11,3525,120000,Essence,Individuel,Manuel,Premier,18.5,1197,82.85,5.0
Hyundai,11,3525,80000,Diesel,Individuel,Manuel,Deuxième,21.9,1396,88.76,5.0
Tata,12,823,40000,Essence,Individuel,Manuel,Premier,26.0,624,35.0,4.0
Renault,10,3701,85000,Diesel,Individuel,Manuel,Premier,23.08,1461,63.12,5.0
Maruti,6,4994,12000,Essence,Individuel,Manuel,Premier,23.1,998,67.04,5.0
Chevrolet,7,4700,30000,Essence,Individuel,Manuel,Premier,18.2,1199,82.4,5.0
Tata,13,2350,60000,Diesel,Individuel,Manuel,Premier,23.03,1396,69.0,5.0
Skoda,7,7579,11000,Essence,Concessionnaire,Automatique,Premier,14.3,1598,103.5,5.0
Ford,8,6228,79000,Diesel,Individuel,Manuel,Deuxième,25.83,1498,99.0,5.0
Honda,8,7179,80000,Diesel,Individuel,Manuel,Deuxième,26.0,1498,98.6,5.0
Maruti,6,8225,65000,Diesel,Individuel,Manuel,Premier,26.59,1248,74.0,5.0
Renault,7,2938,22000,Essence,Individuel,Manuel,Premier,25.17,799,53.3,5.0
Tata,11,3819,120000,Diesel,Individuel,Manuel,Premier,13.93,2179,138.03,7.0
Hyundai,10,3819,70000,Essence,Individuel,Manuel,Deuxième,20.36,1197,78.9,5.0
Maruti,11,2174,60000,Essence,Individuel,Manuel,Deuxième,19.7,796,46.3,5.0
Hyundai,9,5640,30000,Essence,Individuel,Manuel,Premier,19.1,1197,82.0,5.0
Honda,13,4113,120000,Essence,Individuel,Manuel,Deuxième,17.0,1497,118.0,5.0
Skoda,7,7638,99000,Diesel,Concessionnaire,Automatique,Premier,21.66,1498,103.52,5.0
BMW,4,64625,8500,Diesel,Concessionnaire,Automatique,Premier,16.78,1995,190.0,5.0
Chevrolet,16,1199,50000,Essence,Individuel,Manuel,Deuxième,15.26,1150,74.9,5.0
Tata,17,1175,120000,Diesel,Individuel,Manuel,Troisième,16.1,1405,70.0,5.0
Hyundai,5,7638,15000,Essence,Individuel,Manuel,Premier,18.6,1197,81.83,5.0
Chevrolet,13,1469,60000,Essence,Individuel,Manuel,Premier,15.26,1150,74.9,5.0
Maruti,20,1586,40000,Essence,Individuel,Manuel,Premier,18.9,998,67.1,5.0
Mahindra,12,4700,110000,Diesel,Individuel,Manuel,Deuxième,12.05,2179,120.0,8.0
Mahindra,12,6756,110000,Diesel,Individuel,Manuel,Deuxième,15.1,2179,140.0,7.0
Tata,19,1175,40000,Diesel,Individuel,Manuel,Deuxième,16.8,1405,62.0,5.0
Jaguar,6,37600,45000,Diesel,Concessionnaire,Automatique,Premier,19.33,1999,177.0,5.0
Hyundai,8,9659,60000,Diesel,Individuel,Manuel,Premier,19.67,1582,126.2,5.0
Mahindra,6,7755,80000,Diesel,Individuel,Manuel,Premier,16.5,1493,70.0,7.0
Maruti,4,8895,25000,Diesel,Individuel,Manuel,Premier,28.4,1248,74.02,5.0
Maruti,8,4700,60000,Essence,Individuel,Manuel,Premier,23.1,998,67.04,5.0
Chevrolet,13,2644,60000,Essence,Individuel,Manuel,Deuxième,12.9,1598,102.5,5.0
Renault,10,5581,250000,Diesel,Individuel,Manuel,Premier,20.46,1461,83.8,5.0
Maruti,14,1763,40000,Essence,Individuel,Manuel,Premier,19.7,796,46.3,5.0
Hyundai,7,6169,60000,Essence,Individuel,Automatique,Premier,16.9,1197,82.0,5.0
Maruti,5,5053,14000,Essence,Individuel,Manuel,Premier,20.51,998,67.04,5.0
Tata,16,2350,50000,Diesel,Individuel,Manuel,Premier,17.88,1396,52.8,5.0
Volkswagen,5,7967,17000,Essence,Individuel,Manuel,Premier,18.78,999,75.0,5.0
Mahindra,4,17038,10000,Diesel,Individuel,Manuel,Premier,17.3,1497,121.0,7.0
Toyota,4,22619,43000,Diesel,Concessionnaire,Automatique,Premier,11.36,2755,171.5,8.0
Maruti,6,8225,227000,Essence,Individuel,Manuel,Premier,17.5,1373,91.1,7.0
Mahindra,14,3643,110000,Diesel,Individuel,Manuel,Premier,13.6,2523,63.0,7.0
Mahindra,10,7050,60000,Diesel,Individuel,Manuel,Premier,12.05,2179,120.0,8.0
Tata,8,4700,100000,Diesel,Individuel,Manuel,Premier,23.0,1248,88.7,5.0
Volkswagen,10,4113,100000,Diesel,Individuel,Manuel,Premier,20.54,1598,103.6,5.0
Toyota,7,23500,68089,Essence,Autre connexion,Automatique,Premier,19.16,2494,157.7,5.0
Maruti,10,2644,58343,Essence,Autre connexion,Manuel,Premier,21.79,998,67.05,5.0
Maruti,17,1880,90000,Essence,Individuel,Manuel,Premier,19.7,796,46.3,5.0
Maruti,11,6463,110000,Diesel,Individuel,Manuel,Deuxième,20.77,1248,88.76,7.0
Hyundai,6,7638,20000,Essence,Individuel,Manuel,Premier,18.6,1197,81.83,5.0
BMW,15,9753,60000,Diesel,Individuel,Automatique,Troisième,11.0,2993,235.0,5.0
Hyundai,10,8225,76460,Diesel,Individuel,Manuel,Premier,22.32,1582,126.32,5.0
Hyundai,10,1939,45000,Essence,Individuel,Manuel,Deuxième,21.1,814,55.2,5.0
Hyundai,7,9988,120000,Diesel,Individuel,Manuel,Premier,23.9,1582,126.32,5.0
Honda,14,2938,68600,Essence,Individuel,Manuel,Troisième,17.0,1497,118.0,5.0
Maruti,13,1880,36659,Essence,Individuel,Manuel,Premier,19.7,796,46.3,5.0
Maruti,6,8813,100000,Diesel,Individuel,Manuel,Premier,24.52,1248,88.5,7.0
Autres,10,20563,33900,Diesel,Concessionnaire,Automatique,Deuxième,17.68,1968,174.33,5.0
Maruti,12,3525,70000,Diesel,Individuel,Manuel,Deuxième,22.9,1248,74.0,5.0
Ford,5,8225,53000,Diesel,Individuel,Manuel,Premier,23.0,1498,98.96,5.0
Maruti,10,2644,58343,Essence,Autre connexion,Manuel,Premier,21.79,998,67.05,5.0
Maruti,16,1763,50000,Essence,Individuel,Manuel,Troisième,19.7,796,46.3,5.0
Maruti,10,7344,160000,Diesel,Individuel,Manuel,Troisième,20.77,1248,88.76,7.0
Hyundai,9,5288,56000,Diesel,Individuel,Manuel,Premier,21.9,1396,88.76,5.0
Honda,4,9153,7032,Essence,Autre connexion,Automatique,Premier,19.0,1199,88.76,5.0
Maruti,23,764,100000,Essence,Individuel,Manuel,Troisième,16.1,796,37.0,4.0
Hyundai,5,14100,27000,Essence,Individuel,Manuel,Premier,15.8,1591,121.3,5.0
Honda,10,5640,42462,Essence,Concessionnaire,Manuel,Premier,16.8,1497,116.3,5.0
Maruti,8,5640,87847,Diesel,Concessionnaire,Manuel,Premier,28.4,1248,74.0,5.0
Toyota,9,19975,80000,Diesel,Individuel,Manuel,Deuxième,12.55,2982,168.5,7.0
Honda,11,2702,110000,Essence,Individuel,Manuel,Premier,19.4,1198,86.8,5.0
Maruti,6,7638,60000,Diesel,Individuel,Manuel,Premier,28.09,1248,88.5,5.0
Maruti,12,1175,120000,Essence,Individuel,Manuel,Deuxième,16.1,796,37.0,4.0
Maruti,13,1528,162000,Essence,Individuel,Manuel,Deuxième,19.0,998,66.1,5.0
Hyundai,6,11750,60000,Diesel,Individuel,Automatique,Deuxième,17.01,1582,126.2,5.0
Hyundai,12,3290,100000,Diesel,Individuel,Manuel,Deuxième,23.0,1396,90.0,5.0
Honda,6,7873,50000,Diesel,Individuel,Manuel,Premier,27.3,1498,98.6,5.0
Maruti,9,5053,90000,Diesel,Individuel,Manuel,Premier,22.9,1248,74.0,5.0
Hyundai,4,12925,10000,Essence,Individuel,Manuel,Premier,17.0,1591,121.3,5.0
Mahindra,6,4700,32000,Essence,Individuel,Manuel,Deuxième,18.15,1198,82.0,6.0
Tata,9,3525,45000,Diesel,Individuel,Manuel,Premier,19.09,1405,69.01,5.0
Hyundai,3,4230,65000,Essence,Individuel,Manuel,Deuxième,20.14,1197,81.86,5.0
Tata,5,8225,35000,Diesel,Individuel,Manuel,Premier,21.5,1497,108.5,5.0
Tata,16,3290,160000,Diesel,Individuel,Manuel,Deuxième,13.93,2956,138.1,7.0
Honda,5,6874,15000,Essence,Individuel,Manuel,Premier,17.8,1198,86.7,5.0
Hyundai,6,12338,70000,Diesel,Concessionnaire,Manuel,Premier,22.32,1582,126.32,5.0
Tata,14,1586,28900,Essence,Individuel,Manuel,Deuxième,0.0,1172,65.0,5.0
Tata,5,5405,35000,Essence,Individuel,Manuel,Premier,17.57,1193,88.7,5.0
Hyundai,11,2867,38000,Essence,Individuel,Manuel,Premier,21.1,814,55.2,5.0
Hyundai,13,2526,120000,Diesel,Individuel,Manuel,Troisième,23.0,1396,90.0,5.0
Skoda,18,2938,120000,Diesel,Individuel,Manuel,Troisième,16.4,1896,90.0,5.0
Maruti,9,6698,70000,Diesel,Individuel,Manuel,Deuxième,25.2,1248,74.0,5.0
Toyota,10,8813,79328,Diesel,Autre connexion,Manuel,Deuxième,12.99,2494,100.6,7.0
BMW,4,64625,8500,Diesel,Concessionnaire,Automatique,Premier,16.78,1995,190.0,5.0
Toyota,8,6051,30000,Essence,Individuel,Manuel,Premier,17.71,1197,78.9,5.0
Maruti,17,1410,30000,Essence,Individuel,Manuel,Deuxième,19.7,796,46.3,5.0
Maruti,8,6756,57000,Diesel,Individuel,Manuel,Deuxième,26.59,1248,74.0,5.0
Maruti,4,8225,30000,Diesel,Individuel,Manuel,Premier,28.4,1248,74.02,5.0
Mercedes-Benz,6,31725,23000,Diesel,Concessionnaire,Automatique,Premier,17.9,2143,136.0,5.0
Honda,8,8519,50000,Diesel,Individuel,Manuel,Deuxième,26.0,1498,98.6,5.0
Mahindra,8,9400,70000,Diesel,Individuel,Manuel,Premier,15.4,1997,120.0,7.0
Toyota,6,16333,98000,Diesel,Concessionnaire,Automatique,Premier,11.36,2755,171.5,7.0
Maruti,9,2761,70000,GNC,Individuel,Manuel,Deuxième,36.82,998,67.1,5.0
Skoda,7,7579,11000,Essence,Concessionnaire,Automatique,Premier,14.3,1598,103.5,5.0
Maruti,24,611,100000,Essence,Individuel,Manuel,Premier,16.1,796,37.0,4.0
Tata,12,2702,110000,Diesel,Individuel,Manuel,Deuxième,18.8,1248,90.0,5.0
Maruti,9,4994,80000,Essence,Individuel,Manuel,Troisième,16.02,1373,93.7,7.0
Skoda,7,7579,11000,Essence,Concessionnaire,Automatique,Premier,14.3,1598,103.5,5.0
Hyundai,10,8108,68000,Essence,Concessionnaire,Automatique,Premier,14.5,1797,147.5,5.0
Hyundai,6,3525,8000,Essence,Individuel,Manuel,Premier,21.1,814,55.2,5.0
Tata,11,3643,86000,Diesel,Individuel,Manuel,Premier,21.12,1248,88.8,5.0
Maruti,5,4935,35000,Essence,Individuel,Automatique,Premier,20.51,998,67.0,5.0
Toyota,12,9400,60000,Diesel,Individuel,Manuel,Premier,12.8,2494,102.0,7.0
Maruti,5,5992,100000,Diesel,Individuel,Manuel,Premier,28.4,1248,74.0,5.0
Maruti,14,2291,40000,Essence,Individuel,Manuel,Premier,19.7,796,46.3,5.0
Maruti,9,1821,80000,Essence,Individuel,Manuel,Premier,16.8,796,34.2,8.0
Maruti,13,1763,100000,Essence,Individuel,Manuel,Premier,19.7,796,46.3,5.0
Hyundai,12,4406,35000,Diesel,Individuel,Manuel,Deuxième,22.32,1582,126.32,5.0
Maruti,6,3995,52412,Essence,Concessionnaire,Manuel,Premier,18.9,998,67.1,5.0
Mahindra,14,3408,120000,Diesel,Individuel,Manuel,Premier,13.6,2523,63.0,7.0
Toyota,11,8578,210000,Diesel,Individuel,Manuel,Premier,12.99,2494,100.0,7.0
Mahindra,4,11750,22000,Essence,Individuel,Manuel,Premier,17.0,1197,110.0,5.0
Hyundai,7,6110,29000,Essence,Individuel,Manuel,Premier,18.6,1197,81.83,5.0
BMW,13,11750,60000,Diesel,Individuel,Automatique,Premier,16.73,1995,218.0,5.0
Chevrolet,9,5875,50000,Diesel,Individuel,Manuel,Premier,13.58,2499,72.4,9.0
Mahindra,11,5288,120000,Diesel,Individuel,Manuel,Premier,15.96,2523,62.1,7.0
Tata,11,2115,50000,Diesel,Individuel,Manuel,Troisième,19.09,1396,69.0,5.0
Mahindra,6,8636,70000,Diesel,Individuel,Manuel,Premier,18.49,1493,100.0,7.0
Mahindra,11,2938,119000,Diesel,Individuel,Manuel,Premier,14.0,2489,95.0,8.0
Mahindra,7,6463,120000,Diesel,Individuel,Manuel,Premier,15.96,2523,62.1,9.0
Skoda,7,7579,11000,Essence,Concessionnaire,Automatique,Premier,14.3,1598,103.5,5.0
Honda,19,3231,100000,Essence,Individuel,Automatique,Deuxième,9.0,2997,218.0,5.0
Hyundai,5,6228,60000,Diesel,Individuel,Manuel,Premier,25.4,1186,73.97,5.0
Nissan,4,14100,23000,Diesel,Individuel,Manuel,Premier,20.45,1461,108.5,5.0
Toyota,4,9400,10000,Essence,Individuel,Automatique,Premier,19.56,1197,81.8,5.0
Maruti,6,7344,34000,Diesel,Individuel,Manuel,Deuxième,28.4,1248,74.02,5.0
Volkswagen,12,3466,65000,Diesel,Individuel,Manuel,Deuxième,20.54,1598,103.6,5.0
Skoda,7,7931,88000,Diesel,Concessionnaire,Automatique,Premier,21.66,1498,103.52,5.0
Hyundai,10,1939,45000,Essence,Individuel,Manuel,Deuxième,21.1,814,55.2,5.0
Honda,9,5464,27233,Diesel,Concessionnaire,Manuel,Premier,27.4,1498,98.63,5.0
Maruti,9,2996,40000,Essence,Individuel,Manuel,Deuxième,20.92,998,67.1,5.0
Maruti,16,2938,150000,Diesel,Individuel,Manuel,Quatrième,17.8,1248,75.0,5.0
Hyundai,11,3231,97000,GPL,Individuel,Manuel,Troisième,26.599999999999998,1086,68.1,5.0
Mahindra,4,11163,15000,Diesel,Individuel,Manuel,Premier,16.55,2498,105.0,6.0
Skoda,11,3760,55885,Essence,Concessionnaire,Manuel,Premier,16.25,1198,75.0,5.0
Chevrolet,9,3231,195000,Diesel,Individuel,Manuel,Premier,18.2,1248,73.8,7.0
Hyundai,15,2702,50000,Essence,Individuel,Manuel,Premier,19.81,1086,68.05,5.0
Hyundai,8,10281,72000,Diesel,Concessionnaire,Automatique,Premier,17.01,1582,126.2,5.0
Autres,4,60513,20000,Essence,Concessionnaire,Automatique,Premier,22.37,2487,214.56,5.0
Ford,6,4700,100000,Essence,Individuel,Manuel,Premier,18.16,1196,86.8,5.0
Mahindra,5,4700,15000,Essence,Individuel,Manuel,Premier,18.15,1198,82.0,6.0
Tata,6,776,70000,Essence,Individuel,Manuel,Troisième,23.9,624,37.48,4.0
Hyundai,13,2585,80000,Diesel,Individuel,Manuel,Deuxième,16.2,1493,110.0,5.0
Maruti,17,764,120000,Essence,Individuel,Manuel,Deuxième,16.1,796,37.0,4.0
Hyundai,5,6204,5000,Essence,Individuel,Manuel,Premier,18.9,1197,81.86,5.0
